time,open,high,low,close,volume
2020-09-01 22:22:00,28355.51,28355.51,28344.29,28348.95,69.0
2020-09-01 22:23:00,28348.95,28352.61,28341.77,28341.77,55.0
2020-09-01 22:24:00,28342.77,28349.21,28340.77,28349.21,56.0
2020-09-01 22:25:00,28349.21,28350.32,28343.3,28345.91,47.0
2020-09-01 22:26:00,28346.41,28348.66,28344.74,28347.62,47.0
2020-09-01 22:27:00,28347.12,28354.34,28347.12,28351.73,35.0
2020-09-01 22:28:00,28352.26,28354.8,28347.3,28347.3,70.0
2020-09-01 22:29:00,28347.8,28349.08,28340.15,28340.8,63.0
2020-09-01 22:30:00,28339.91,28344.23,28312.08,28322.71,106.0
2020-09-01 22:31:00,28317.71,28317.71,28283.72,28309.6,115.0
2020-09-01 22:32:00,28308.2,28360.16,28305.9,28349.43,120.0
2020-09-01 22:33:00,28347.9,28347.9,28319.82,28325.19,114.0
2020-09-01 22:34:00,28324.69,28350.1,28321.92,28349.6,113.0
2020-09-01 22:35:00,28351.1,28355.23,28332.3,28332.73,111.0
2020-09-01 22:36:00,28333.71,28343.37,28321.92,28324.27,108.0
2020-09-01 22:37:00,28325.8,28348.12,28321.64,28348.12,105.0
2020-09-01 22:38:00,28348.12,28370.2,28341.11,28369.23,106.0
2020-09-01 22:39:00,28368.61,28382.22,28358.47,28382.22,105.0
2020-09-01 22:40:00,28378.46,28397.53,28368.79,28374.21,112.0
2020-09-01 22:41:00,28376.71,28384.55,28372.31,28384.55,103.0
2020-09-01 22:42:00,28384.55,28400.01,28376.47,28400.01,102.0
2020-09-01 22:43:00,28401.62,28414.35,28394.53,28413.15,103.0
2020-09-01 22:44:00,28412.58,28420.9,28398.07,28404.1,93.0
2020-09-01 22:45:00,28403.6,28416.21,28392.71,28394.21,101.0
2020-09-01 22:46:00,28393.71,28405.54,28388.18,28401.64,105.0
2020-09-01 22:47:00,28400.62,28403.21,28390.09,28397.14,95.0
2020-09-01 22:48:00,28397.63,28408.4,28394.42,28408.4,104.0
2020-09-01 22:49:00,28408.4,28435.05,28408.4,28426.79,104.0
2020-09-01 22:50:00,28424.78,28430.27,28405.91,28417.01,106.0
2020-09-01 22:51:00,28417.51,28440.98,28416.97,28435.53,96.0
2020-09-01 22:52:00,28435.54,28437.91,28424.74,28429.34,104.0
2020-09-01 22:53:00,28430.88,28435.63,28426.42,28427.42,103.0
2020-09-01 22:54:00,28426.44,28440.24,28426.44,28433.79,94.0
2020-09-01 22:55:00,28433.79,28437.47,28425.62,28426.44,96.0
2020-09-01 22:56:00,28426.46,28432.41,28422.57,28425.17,96.0
2020-09-01 22:57:00,28425.67,28431.85,28421.34,28429.35,89.0
2020-09-01 22:58:00,28428.85,28440.37,28428.85,28430.99,82.0
2020-09-01 22:59:00,28432.03,28434.82,28422.9,28433.1,85.0
2020-09-01 23:00:00,28439.1,28468.06,28439.1,28462.21,107.0
2020-09-01 23:01:00,28461.53,28478.27,28461.51,28467.39,101.0
2020-09-01 23:02:00,28464.4,28476.98,28456.76,28463.63,104.0
2020-09-01 23:03:00,28464.17,28467.45,28451.87,28458.97,102.0
2020-09-01 23:04:00,28460.97,28463.94,28446.53,28457.06,106.0
2020-09-01 23:05:00,28457.56,28475.04,28455.05,28458.91,102.0
2020-09-01 23:06:00,28457.42,28457.42,28444.05,28445.56,91.0
2020-09-01 23:07:00,28445.57,28449.97,28439.64,28448.26,95.0
2020-09-01 23:08:00,28449.75,28450.31,28427.18,28427.18,98.0
2020-09-01 23:09:00,28426.88,28430.85,28418.34,28419.4,98.0
2020-09-01 23:10:00,28420.4,28423.88,28412.08,28417.1,91.0
2020-09-01 23:11:00,28418.81,28433.9,28416.16,28430.29,89.0
2020-09-01 23:12:00,28431.8,28444.99,28431.28,28438.91,90.0
2020-09-01 23:13:00,28438.43,28451.3,28437.93,28438.65,89.0
2020-09-01 23:14:00,28437.65,28438.11,28419.25,28433.02,101.0
2020-09-01 23:15:00,28435.01,28447.63,28432.74,28440.99,95.0
2020-09-01 23:16:00,28438.49,28443.01,28433.32,28434.81,91.0
2020-09-01 23:17:00,28435.31,28437.24,28420.52,28431.76,94.0
2020-09-01 23:18:00,28432.26,28438.02,28426.64,28431.17,95.0
2020-09-01 23:19:00,28431.65,28442.36,28431.65,28441.85,88.0
2020-09-01 23:20:00,28441.38,28455.56,28441.38,28452.57,94.0
2020-09-01 23:21:00,28451.94,28466.63,28451.94,28459.22,94.0
2020-09-01 23:22:00,28460.22,28480.61,28460.22,28475.3,100.0
2020-09-01 23:23:00,28474.81,28483.74,28471.24,28477.4,89.0
2020-09-01 23:24:00,28477.41,28480.27,28474.92,28477.61,77.0
2020-09-01 23:25:00,28477.32,28488.09,28476.72,28488.05,80.0
2020-09-01 23:26:00,28489.91,28505.61,28489.91,28491.27,96.0
2020-09-01 23:27:00,28493.12,28498.21,28482.11,28483.78,87.0
2020-09-01 23:28:00,28484.19,28500.77,28484.19,28485.36,93.0
2020-09-01 23:29:00,28485.87,28509.5,28481.06,28507.52,88.0
2020-09-01 23:30:00,28510.27,28511.41,28500.33,28506.82,101.0
2020-09-01 23:31:00,28505.81,28507.12,28499.83,28499.83,81.0
2020-09-01 23:32:00,28500.84,28512.09,28489.82,28492.96,89.0
2020-09-01 23:33:00,28493.46,28511.17,28493.46,28511.11,84.0
2020-09-01 23:34:00,28510.6,28516.35,28499.27,28506.75,85.0
2020-09-01 23:35:00,28507.2,28510.55,28491.71,28500.24,97.0
2020-09-01 23:36:00,28500.23,28509.77,28494.37,28494.37,83.0
2020-09-01 23:37:00,28494.44,28496.37,28489.31,28492.17,85.0
2020-09-01 23:38:00,28492.19,28500.94,28488.86,28500.94,70.0
2020-09-01 23:39:00,28502.48,28507.94,28498.61,28507.45,84.0
2020-09-01 23:40:00,28507.45,28514.72,28503.03,28506.89,92.0
2020-09-01 23:41:00,28507.38,28511.37,28503.31,28507.8,81.0
2020-09-01 23:42:00,28508.3,28516.76,28500.36,28509.73,100.0
2020-09-01 23:43:00,28509.73,28511.72,28500.59,28502.31,95.0
2020-09-01 23:44:00,28502.81,28505.82,28494.62,28500.63,93.0
2020-09-01 23:45:00,28499.92,28512.34,28495.33,28508.14,82.0
2020-09-01 23:46:00,28508.14,28511.01,28502.46,28509.92,80.0
2020-09-01 23:47:00,28509.85,28516.67,28503.28,28514.48,82.0
2020-09-01 23:48:00,28513.98,28518.49,28498.6,28498.6,83.0
2020-09-01 23:49:00,28497.1,28497.1,28483.07,28489.45,93.0
2020-09-01 23:50:00,28488.95,28493.14,28482.89,28491.16,86.0
2020-09-01 23:51:00,28491.66,28492.16,28477.34,28477.34,91.0
2020-09-01 23:52:00,28476.95,28496.81,28476.95,28495.78,88.0
2020-09-01 23:53:00,28495.78,28503.7,28490.04,28491.04,77.0
2020-09-01 23:54:00,28491.04,28493.16,28462.77,28463.68,98.0
2020-09-01 23:55:00,28464.18,28470.71,28455.55,28456.91,97.0
2020-09-01 23:56:00,28455.41,28468.19,28451.51,28467.69,89.0
2020-09-01 23:57:00,28468.67,28472.97,28464.86,28464.86,79.0
2020-09-01 23:58:00,28465.36,28471.3,28459.32,28462.34,80.0
2020-09-01 23:59:00,28463.34,28467.41,28456.24,28461.82,83.0
2020-09-02 00:00:00,28461.83,28472.48,28461.72,28466.69,83.0
2020-09-02 00:01:00,28466.71,28473.21,28460.9,28461.26,81.0
2020-09-02 00:02:00,28461.77,28470.77,28459.79,28462.86,86.0
2020-09-02 00:03:00,28464.35,28470.87,28458.54,28460.54,74.0
2020-09-02 00:04:00,28460.54,28468.99,28454.04,28468.99,83.0
2020-09-02 00:05:00,28469.97,28483.8,28469.42,28482.72,90.0
2020-09-02 00:06:00,28483.72,28489.6,28477.47,28482.09,81.0
2020-09-02 00:07:00,28482.09,28482.59,28468.4,28474.84,84.0
2020-09-02 00:08:00,28474.84,28484.23,28474.84,28475.48,78.0
2020-09-02 00:09:00,28475.99,28489.05,28473.58,28489.05,76.0
2020-09-02 00:10:00,28486.56,28496.15,28482.57,28488.98,87.0
2020-09-02 00:11:00,28489.95,28489.95,28479.57,28482.74,76.0
2020-09-02 00:12:00,28481.22,28493.77,28480.72,28491.86,77.0
2020-09-02 00:13:00,28491.85,28491.85,28483.78,28486.36,76.0
2020-09-02 00:14:00,28485.36,28486.11,28481.62,28483.95,69.0
2020-09-02 00:15:00,28483.44,28497.67,28481.4,28494.49,77.0
2020-09-02 00:16:00,28495.49,28503.99,28493.25,28503.29,78.0
2020-09-02 00:17:00,28503.3,28515.86,28502.8,28515.86,82.0
2020-09-02 00:18:00,28516.36,28520.65,28510.96,28510.96,79.0
2020-09-02 00:19:00,28510.87,28518.09,28505.5,28512.55,89.0
2020-09-02 00:20:00,28511.06,28516.46,28491.51,28495.36,92.0
2020-09-02 00:21:00,28495.86,28501.67,28489.06,28491.11,86.0
2020-09-02 00:22:00,28491.1,28498.04,28483.03,28497.49,92.0
2020-09-02 00:23:00,28498.49,28501.5,28473.09,28479.15,95.0
2020-09-02 00:24:00,28479.65,28481.82,28471.36,28481.82,91.0
2020-09-02 00:25:00,28481.29,28497.72,28481.29,28484.02,90.0
2020-09-02 00:26:00,28484.65,28484.76,28465.19,28478.4,99.0
2020-09-02 00:27:00,28477.9,28488.03,28474.92,28487.99,81.0
2020-09-02 00:28:00,28487.98,28499.36,28487.98,28498.36,83.0
2020-09-02 00:29:00,28498.84,28505.44,28494.8,28500.61,82.0
2020-09-02 00:30:00,28500.86,28508.27,28495.3,28499.97,82.0
2020-09-02 00:31:00,28499.96,28513.93,28494.96,28512.14,92.0
2020-09-02 00:32:00,28509.63,28510.82,28495.5,28503.53,91.0
2020-09-02 00:33:00,28503.53,28509.14,28499.73,28499.73,94.0
2020-09-02 00:34:00,28499.25,28514.17,28499.25,28512.67,84.0
2020-09-02 00:35:00,28513.16,28527.13,28513.16,28523.17,98.0
2020-09-02 00:36:00,28524.2,28524.2,28503.67,28508.21,93.0
2020-09-02 00:37:00,28509.24,28516.2,28498.37,28501.3,91.0
2020-09-02 00:38:00,28499.1,28507.0,28493.95,28497.96,86.0
2020-09-02 00:39:00,28499.51,28505.79,28495.93,28500.13,70.0
2020-09-02 00:40:00,28500.64,28506.7,28497.44,28501.91,86.0
2020-09-02 00:41:00,28500.41,28500.9,28486.88,28491.67,91.0
2020-09-02 00:42:00,28489.67,28502.92,28489.67,28498.85,78.0
2020-09-02 00:43:00,28499.85,28506.94,28498.26,28506.06,74.0
2020-09-02 00:44:00,28508.06,28510.96,28501.44,28502.45,72.0
2020-09-02 00:45:00,28500.95,28504.0,28490.94,28490.95,76.0
2020-09-02 00:46:00,28490.96,28496.39,28488.56,28496.05,73.0
2020-09-02 00:47:00,28496.21,28504.14,28495.82,28503.05,84.0
2020-09-02 00:48:00,28503.56,28505.74,28498.38,28503.3,75.0
2020-09-02 00:49:00,28502.81,28514.62,28498.1,28514.62,61.0
2020-09-02 00:50:00,28514.62,28515.07,28509.63,28515.03,74.0
2020-09-02 00:51:00,28513.95,28524.2,28513.95,28522.76,73.0
2020-09-02 00:52:00,28521.76,28533.49,28521.75,28523.88,78.0
2020-09-02 00:53:00,28523.41,28523.41,28514.81,28515.93,78.0
2020-09-02 00:54:00,28515.44,28517.18,28508.51,28515.35,74.0
2020-09-02 00:55:00,28516.33,28517.81,28505.44,28505.98,76.0
2020-09-02 00:56:00,28507.99,28510.89,28505.47,28508.82,76.0
2020-09-02 00:57:00,28509.32,28510.41,28502.63,28502.63,77.0
2020-09-02 00:58:00,28502.65,28512.84,28497.34,28498.36,74.0
2020-09-02 00:59:00,28498.87,28499.08,28487.78,28496.45,82.0
2020-09-02 01:00:00,28497.95,28502.73,28492.5,28494.9,78.0
2020-09-02 01:01:00,28495.4,28510.27,28492.75,28509.77,84.0
2020-09-02 01:02:00,28509.26,28518.32,28507.44,28511.72,88.0
2020-09-02 01:03:00,28512.71,28514.22,28508.58,28509.37,70.0
2020-09-02 01:04:00,28509.37,28518.36,28507.85,28516.52,49.0
2020-09-02 01:05:00,28516.49,28523.45,28515.08,28516.68,76.0
2020-09-02 01:06:00,28517.67,28517.67,28506.6,28509.73,78.0
2020-09-02 01:07:00,28508.72,28511.63,28507.54,28511.21,63.0
2020-09-02 01:08:00,28511.71,28515.72,28511.2,28514.62,63.0
2020-09-02 01:09:00,28515.12,28519.34,28514.63,28515.11,53.0
2020-09-02 01:10:00,28515.12,28519.25,28509.67,28510.15,58.0
2020-09-02 01:11:00,28510.65,28516.55,28506.66,28512.02,71.0
2020-09-02 01:12:00,28513.11,28516.62,28511.24,28514.95,61.0
2020-09-02 01:13:00,28514.94,28521.51,28511.76,28519.9,59.0
2020-09-02 01:14:00,28520.91,28527.54,28518.44,28526.83,73.0
2020-09-02 01:15:00,28525.82,28527.97,28517.87,28517.87,65.0
2020-09-02 01:16:00,28517.37,28518.34,28511.63,28515.24,56.0
2020-09-02 01:17:00,28516.24,28520.92,28512.38,28512.38,66.0
2020-09-02 01:18:00,28512.88,28523.2,28511.77,28523.2,65.0
2020-09-02 01:19:00,28522.71,28526.88,28521.25,28526.38,68.0
2020-09-02 01:20:00,28527.21,28529.35,28524.74,28525.88,62.0
2020-09-02 01:21:00,28525.88,28526.89,28522.06,28524.19,51.0
2020-09-02 01:22:00,28524.96,28529.04,28523.88,28528.07,59.0
2020-09-02 01:23:00,28527.58,28527.58,28519.33,28522.93,63.0
2020-09-02 01:24:00,28522.44,28522.45,28508.73,28509.23,59.0
2020-09-02 01:25:00,28509.23,28510.23,28504.16,28504.66,68.0
2020-09-02 01:26:00,28504.17,28506.21,28500.26,28503.56,59.0
2020-09-02 01:27:00,28502.56,28504.44,28497.24,28501.81,64.0
2020-09-02 01:28:00,28501.8,28501.8,28495.75,28498.73,60.0
2020-09-02 01:29:00,28499.22,28500.21,28493.98,28493.98,52.0
2020-09-02 01:30:00,28494.56,28495.06,28482.7,28484.55,68.0
2020-09-02 01:31:00,28484.95,28490.85,28483.62,28486.81,55.0
2020-09-02 01:32:00,28487.31,28491.36,28485.31,28491.35,55.0
2020-09-02 01:33:00,28491.34,28496.81,28490.84,28495.14,58.0
2020-09-02 01:34:00,28495.64,28500.97,28494.76,28499.7,70.0
2020-09-02 01:35:00,28498.69,28503.81,28498.19,28501.11,65.0
2020-09-02 01:36:00,28500.11,28500.61,28495.23,28500.03,47.0
2020-09-02 01:37:00,28500.53,28502.27,28499.78,28501.65,42.0
2020-09-02 01:38:00,28500.65,28500.96,28497.03,28500.47,48.0
2020-09-02 01:39:00,28499.47,28501.84,28495.9,28495.9,44.0
2020-09-02 01:40:00,28497.41,28500.45,28495.5,28497.51,58.0
2020-09-02 01:41:00,28498.0,28500.67,28491.02,28500.65,58.0
2020-09-02 01:42:00,28500.72,28501.69,28494.77,28495.75,63.0
2020-09-02 01:43:00,28495.76,28495.76,28488.99,28492.04,64.0
2020-09-02 01:44:00,28492.04,28495.73,28488.21,28494.91,72.0
2020-09-02 01:45:00,28496.41,28504.21,28495.89,28501.21,60.0
2020-09-02 01:46:00,28500.71,28500.72,28492.79,28493.91,68.0
2020-09-02 01:47:00,28494.41,28495.02,28486.48,28490.17,61.0
2020-09-02 01:48:00,28489.67,28496.8,28489.17,28494.78,60.0
2020-09-02 01:49:00,28496.28,28496.28,28489.41,28490.44,54.0
2020-09-02 01:50:00,28490.44,28495.63,28489.27,28492.85,56.0
2020-09-02 01:51:00,28492.34,28493.72,28488.49,28491.28,60.0
2020-09-02 01:52:00,28491.78,28497.78,28491.37,28497.77,52.0
2020-09-02 01:53:00,28498.76,28499.9,28496.19,28496.2,42.0
2020-09-02 01:54:00,28496.21,28496.21,28489.65,28491.49,60.0
2020-09-02 01:55:00,28490.5,28494.22,28490.0,28493.66,61.0
2020-09-02 01:56:00,28493.16,28501.58,28493.16,28501.58,47.0
2020-09-02 01:57:00,28502.08,28502.58,28499.44,28502.13,55.0
2020-09-02 01:58:00,28502.14,28503.76,28496.99,28496.99,55.0
2020-09-02 01:59:00,28496.51,28506.91,28493.87,28506.91,54.0
2020-09-02 02:00:00,28506.91,28507.42,28496.95,28501.29,62.0
2020-09-02 02:01:00,28501.77,28506.77,28501.08,28505.03,62.0
2020-09-02 02:02:00,28504.53,28508.54,28504.03,28505.49,52.0
2020-09-02 02:03:00,28504.42,28506.36,28503.13,28503.93,53.0
2020-09-02 02:04:00,28503.47,28507.33,28502.19,28504.84,52.0
2020-09-02 02:05:00,28504.36,28508.03,28504.17,28505.17,44.0
2020-09-02 02:06:00,28505.18,28505.79,28501.87,28503.46,54.0
2020-09-02 02:07:00,28503.95,28508.36,28502.33,28508.32,55.0
2020-09-02 02:08:00,28508.31,28508.31,28500.31,28502.36,41.0
2020-09-02 02:09:00,28500.87,28507.02,28499.89,28501.03,53.0
2020-09-02 02:10:00,28500.53,28502.08,28493.41,28495.42,55.0
2020-09-02 02:11:00,28495.42,28498.55,28493.49,28494.08,52.0
2020-09-02 02:12:00,28493.58,28495.15,28487.73,28488.15,53.0
2020-09-02 02:13:00,28488.76,28491.37,28485.95,28491.37,60.0
2020-09-02 02:14:00,28491.38,28500.44,28490.89,28493.94,50.0
2020-09-02 02:15:00,28493.94,28495.84,28491.42,28494.62,63.0
2020-09-02 02:16:00,28493.62,28497.91,28493.62,28495.8,55.0
2020-09-02 02:17:00,28495.3,28499.64,28493.37,28499.14,48.0
2020-09-02 02:18:00,28499.12,28500.12,28495.68,28497.96,52.0
2020-09-02 02:19:00,28498.46,28499.57,28496.47,28496.47,54.0
2020-09-02 02:20:00,28496.98,28496.98,28490.75,28494.48,53.0
2020-09-02 02:21:00,28494.47,28494.47,28489.52,28490.98,49.0
2020-09-02 02:22:00,28490.97,28494.44,28489.51,28491.02,53.0
2020-09-02 02:23:00,28490.52,28496.84,28489.75,28496.38,57.0
2020-09-02 02:24:00,28496.88,28498.69,28492.82,28496.99,48.0
2020-09-02 02:25:00,28496.49,28500.92,28492.01,28499.17,61.0
2020-09-02 02:26:00,28499.17,28500.77,28497.16,28499.12,51.0
2020-09-02 02:27:00,28498.62,28499.74,28494.58,28495.08,54.0
2020-09-02 02:28:00,28494.59,28498.08,28494.27,28497.06,48.0
2020-09-02 02:29:00,28497.05,28497.05,28490.39,28492.38,51.0
2020-09-02 02:30:00,28492.37,28493.35,28488.56,28492.19,48.0
2020-09-02 02:31:00,28493.23,28497.47,28491.29,28496.72,52.0
2020-09-02 02:32:00,28496.71,28496.71,28488.62,28491.57,62.0
2020-09-02 02:33:00,28491.57,28494.76,28489.69,28490.19,44.0
2020-09-02 02:34:00,28490.68,28494.28,28490.68,28492.51,55.0
2020-09-02 02:35:00,28492.99,28502.96,28492.99,28502.94,62.0
2020-09-02 02:36:00,28502.93,28512.82,28501.31,28510.51,68.0
2020-09-02 02:37:00,28510.74,28511.24,28502.99,28506.33,61.0
2020-09-02 02:38:00,28506.87,28510.62,28503.02,28510.23,53.0
2020-09-02 02:39:00,28510.24,28511.67,28507.61,28508.66,63.0
2020-09-02 02:40:00,28508.66,28515.05,28507.52,28514.84,69.0
2020-09-02 02:41:00,28514.35,28521.25,28514.35,28521.25,74.0
2020-09-02 02:42:00,28521.75,28526.39,28520.0,28525.98,62.0
2020-09-02 02:43:00,28526.99,28529.78,28524.15,28529.78,61.0
2020-09-02 02:44:00,28529.88,28538.89,28529.79,28537.46,63.0
2020-09-02 02:45:00,28535.76,28537.88,28528.06,28531.27,71.0
2020-09-02 02:46:00,28531.27,28532.42,28529.84,28531.26,45.0
2020-09-02 02:47:00,28531.76,28534.98,28530.76,28534.37,63.0
2020-09-02 02:48:00,28534.37,28534.37,28529.0,28530.51,53.0
2020-09-02 02:49:00,28530.5,28535.61,28527.88,28534.65,58.0
2020-09-02 02:50:00,28534.65,28534.65,28523.74,28523.74,60.0
2020-09-02 02:51:00,28523.24,28523.24,28517.2,28523.13,63.0
2020-09-02 02:52:00,28523.12,28523.12,28508.09,28509.12,49.0
2020-09-02 02:53:00,28511.62,28514.89,28502.86,28502.86,64.0
2020-09-02 02:54:00,28503.37,28511.75,28502.87,28510.75,61.0
2020-09-02 02:55:00,28509.26,28514.17,28504.51,28513.67,66.0
2020-09-02 02:56:00,28513.17,28514.86,28509.89,28514.86,50.0
2020-09-02 02:57:00,28514.87,28515.8,28512.59,28513.63,63.0
2020-09-02 02:58:00,28513.14,28516.51,28513.14,28516.46,45.0
2020-09-02 02:59:00,28515.97,28517.48,28513.03,28514.05,58.0
2020-09-02 03:00:00,28515.56,28522.57,28514.58,28518.88,59.0
2020-09-02 03:01:00,28518.38,28520.94,28517.37,28520.74,51.0
2020-09-02 03:02:00,28520.3,28525.27,28519.56,28525.27,56.0
2020-09-02 03:03:00,28524.77,28530.97,28524.77,28527.76,67.0
2020-09-02 03:04:00,28528.26,28535.88,28527.24,28534.39,55.0
2020-09-02 03:05:00,28534.39,28537.83,28532.43,28532.93,63.0
2020-09-02 03:06:00,28532.87,28532.87,28528.36,28529.63,55.0
2020-09-02 03:07:00,28529.61,28533.29,28529.58,28533.29,46.0
2020-09-02 03:08:00,28533.78,28537.66,28533.68,28534.48,46.0
2020-09-02 03:09:00,28534.48,28537.32,28533.93,28535.77,52.0
2020-09-02 03:10:00,28535.27,28546.02,28534.55,28543.4,68.0
2020-09-02 03:11:00,28544.4,28547.57,28543.21,28543.22,57.0
2020-09-02 03:12:00,28542.24,28542.24,28534.21,28535.2,50.0
2020-09-02 03:13:00,28535.19,28540.15,28534.69,28540.07,54.0
2020-09-02 03:14:00,28540.06,28540.06,28535.16,28535.73,47.0
2020-09-02 03:15:00,28536.08,28537.64,28533.61,28534.26,60.0
2020-09-02 03:16:00,28534.76,28538.32,28533.75,28537.16,45.0
2020-09-02 03:17:00,28537.39,28538.38,28529.98,28534.21,64.0
2020-09-02 03:18:00,28534.71,28537.22,28529.76,28535.55,56.0
2020-09-02 03:19:00,28535.55,28539.52,28535.06,28538.56,52.0
2020-09-02 03:20:00,28538.56,28543.79,28533.98,28540.74,58.0
2020-09-02 03:21:00,28540.74,28541.37,28536.3,28539.04,59.0
2020-09-02 03:22:00,28538.55,28551.67,28538.55,28551.23,53.0
2020-09-02 03:23:00,28550.72,28552.11,28548.81,28550.49,45.0
2020-09-02 03:24:00,28550.64,28555.25,28549.63,28555.0,41.0
2020-09-02 03:25:00,28554.1,28554.94,28548.47,28549.31,55.0
2020-09-02 03:26:00,28549.8,28549.8,28544.64,28545.14,54.0
2020-09-02 03:27:00,28545.81,28550.06,28540.81,28547.26,57.0
2020-09-02 03:28:00,28547.76,28552.07,28542.12,28552.04,50.0
2020-09-02 03:29:00,28551.61,28564.21,28551.61,28555.55,67.0
2020-09-02 03:30:00,28555.56,28561.14,28548.75,28559.31,66.0
2020-09-02 03:31:00,28559.32,28561.04,28553.23,28557.27,63.0
2020-09-02 03:32:00,28558.27,28562.73,28557.77,28560.37,51.0
2020-09-02 03:33:00,28560.37,28562.47,28557.87,28562.45,45.0
2020-09-02 03:34:00,28561.95,28562.45,28554.79,28554.79,52.0
2020-09-02 03:35:00,28554.75,28555.37,28552.59,28553.66,43.0
2020-09-02 03:36:00,28554.66,28559.85,28554.66,28558.9,44.0
2020-09-02 03:37:00,28558.89,28569.88,28558.89,28569.2,42.0
2020-09-02 03:38:00,28568.77,28578.63,28566.67,28577.82,73.0
2020-09-02 03:39:00,28577.8,28579.62,28574.97,28579.19,61.0
2020-09-02 03:40:00,28579.19,28584.07,28575.7,28584.07,58.0
2020-09-02 03:41:00,28582.06,28590.92,28580.53,28590.92,60.0
2020-09-02 03:42:00,28590.42,28590.42,28581.81,28589.43,70.0
2020-09-02 03:43:00,28588.93,28589.83,28584.14,28585.14,58.0
2020-09-02 03:44:00,28585.13,28586.6,28580.57,28580.57,60.0
2020-09-02 03:45:00,28578.93,28583.65,28575.5,28582.25,71.0
2020-09-02 03:46:00,28584.75,28587.23,28578.51,28579.1,71.0
